"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2021A000011124","Raspberries frozen","Total disposition","Tonnes","288","thousands","3","v54326505","1.106.11","","..","","","2"
"2024","Canada","2021A000011124","Raspberries frozen","Total disposition","Tonnes","288","thousands","3","v54326505","1.106.11","","..","","","2"
"2025","Canada","2021A000011124","Raspberries frozen","Total disposition","Tonnes","288","thousands","3","v54326505","1.106.11","","..","","","2"
"2021","Canada","2021A000011124","Raspberries frozen","Exports","Tonnes","288","units","0","v1592251762","1.106.7","2.84","","","","2"
"2022","Canada","2021A000011124","Raspberries frozen","Exports","Tonnes","288","units","0","v1592251762","1.106.7","4.53","","","","2"
"2023","Canada","2021A000011124","Raspberries frozen","Exports","Tonnes","288","units","0","v1592251762","1.106.7","3.55","","","","2"
"2024","Canada","2021A000011124","Raspberries frozen","Exports","Tonnes","288","units","0","v1592251762","1.106.7","","..","","","2"
"2025","Canada","2021A000011124","Raspberries frozen","Exports","Tonnes","288","units","0","v1592251762","1.106.7","3.33","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Total supply","Tonnes","288","thousands","3","v109388","1.107.2","132.47","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Total supply","Tonnes","288","thousands","3","v109388","1.107.2","140.54","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Total supply","Tonnes","288","thousands","3","v109388","1.107.2","136.70","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Total supply","Tonnes","288","thousands","3","v109388","1.107.2","156.27","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Total supply","Tonnes","288","thousands","3","v109388","1.107.2","162.03","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Production","Tonnes","288","thousands","3","v109390","1.107.4","26.18","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Production","Tonnes","288","thousands","3","v109390","1.107.4","29.66","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Production","Tonnes","288","thousands","3","v109390","1.107.4","28.85","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Production","Tonnes","288","thousands","3","v109390","1.107.4","33.43","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Production","Tonnes","288","thousands","3","v109390","1.107.4","43.84","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Imports","Tonnes","288","thousands","3","v109391","1.107.5","106.30","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Imports","Tonnes","288","thousands","3","v109391","1.107.5","110.88","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Imports","Tonnes","288","thousands","3","v109391","1.107.5","107.85","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Imports","Tonnes","288","thousands","3","v109391","1.107.5","122.84","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Imports","Tonnes","288","thousands","3","v109391","1.107.5","118.20","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Total disposition","Tonnes","288","thousands","3","v54326506","1.107.11","132.47","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Total disposition","Tonnes","288","thousands","3","v54326506","1.107.11","140.54","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Total disposition","Tonnes","288","thousands","3","v54326506","1.107.11","136.70","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Total disposition","Tonnes","288","thousands","3","v54326506","1.107.11","156.27","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Total disposition","Tonnes","288","thousands","3","v54326506","1.107.11","162.03","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Domestic disappearance","Tonnes","288","thousands","3","v109387","1.107.1","116.37","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Domestic disappearance","Tonnes","288","thousands","3","v109387","1.107.1","121.08","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Domestic disappearance","Tonnes","288","thousands","3","v109387","1.107.1","117.11","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Domestic disappearance","Tonnes","288","thousands","3","v109387","1.107.1","135.12","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Domestic disappearance","Tonnes","288","thousands","3","v109387","1.107.1","142.15","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Exports","Tonnes","288","thousands","3","v109393","1.107.7","2.26","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Exports","Tonnes","288","thousands","3","v109393","1.107.7","4.42","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Exports","Tonnes","288","thousands","3","v109393","1.107.7","5.53","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Exports","Tonnes","288","thousands","3","v109393","1.107.7","5.85","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Exports","Tonnes","288","thousands","3","v109393","1.107.7","4.18","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Manufacturing","Tonnes","288","thousands","3","v109394","1.107.8","3.72","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Manufacturing","Tonnes","288","thousands","3","v109394","1.107.8","4.51","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Manufacturing","Tonnes","288","thousands","3","v109394","1.107.8","3.87","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Manufacturing","Tonnes","288","thousands","3","v109394","1.107.8","3.56","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Manufacturing","Tonnes","288","thousands","3","v109394","1.107.8","3.34","","","","2"
"2021","Canada","2021A000011124","Strawberries fresh","Waste","Tonnes","288","thousands","3","v109395","1.107.9","10.12","","","","2"
"2022","Canada","2021A000011124","Strawberries fresh","Waste","Tonnes","288","thousands","3","v109395","1.107.9","10.53","","","","2"
"2023","Canada","2021A000011124","Strawberries fresh","Waste","Tonnes","288","thousands","3","v109395","1.107.9","10.18","","","","2"
"2024","Canada","2021A000011124","Strawberries fresh","Waste","Tonnes","288","thousands","3","v109395","1.107.9","11.75","","","","2"
"2025","Canada","2021A000011124","Strawberries fresh","Waste","Tonnes","288","thousands","3","v109395","1.107.9","12.36","","","","2"
"2021","Canada","2021A000011124","Strawberries canned","Total supply","Tonnes","288","thousands","3","v109400","1.108.2","","..","","","2"
"2022","Canada","2021A000011124","Strawberries canned","Total supply","Tonnes","288","thousands","3","v109400","1.108.2","","..","","","2"
"2023","Canada","2021A000011124","Strawberries canned","Total supply","Tonnes","288","thousands","3","v109400","1.108.2","","..","","","2"
"2024","Canada","2021A000011124","Strawberries canned","Total supply","Tonnes","288","thousands","3","v109400","1.108.2","","..","","","2"
"2025","Canada","2021A000011124","Strawberries canned","Total supply","Tonnes","288","thousands","3","v109400","1.108.2","","..","","","2"
"2021","Canada","2021A000011124","Strawberries canned","Imports","Tonnes","288","thousands","3","v109403","1.108.5","1.39","","","","2"
"2022","Canada","2021A000011124","Strawberries canned","Imports","Tonnes","288","thousands","3","v109403","1.108.5","0.69","","","","2"
"2023","Canada","2021A000011124","Strawberries canned","Imports","Tonnes","288","thousands","3","v109403","1.108.5","0.77","","","","2"
"2024","Canada","2021A000011124","Strawberries canned","Imports","Tonnes","288","thousands","3","v109403","1.108.5","","..","","","2"
"2025","Canada","2021A000011124","Strawberries canned","Imports","Tonnes","288","thousands","3","v109403","1.108.5","1.40","","","","2"
"2021","Canada","2021A000011124","Strawberries canned","Total disposition","Tonnes","288","thousands","3","v54326507","1.108.11","1.39","","","","2"
"2022","Canada","2021A000011124","Strawberries canned","Total disposition","Tonnes","288","thousands","3","v54326507","1.108.11","0.69","","","","2"
"2023","Canada","2021A000011124","Strawberries canned","Total disposition","Tonnes","288","thousands","3","v54326507","1.108.11","0.77","","","","2"
"2024","Canada","2021A000011124","Strawberries canned","Total disposition","Tonnes","288","thousands","3","v54326507","1.108.11","","..","","","2"
"2025","Canada","2021A000011124","Strawberries canned","Total disposition","Tonnes","288","thousands","3","v54326507","1.108.11","1.40","","","","2"
"2021","Canada","2021A000011124","Strawberries canned","Domestic disappearance","Tonnes","288","thousands","3","v109399","1.108.1","1.39","","","","2"
"2022","Canada","2021A000011124","Strawberries canned","Domestic disappearance","Tonnes","288","thousands","3","v109399","1.108.1","0.69","","","","2"
"2023","Canada","2021A000011124","Strawberries canned","Domestic disappearance","Tonnes","288","thousands","3","v109399","1.108.1","0.77","","","","2"
"2024","Canada","2021A000011124","Strawberries canned","Domestic disappearance","Tonnes","288","thousands","3","v109399","1.108.1","","..","","","2"
"2025","Canada","2021A000011124","Strawberries canned","Domestic disappearance","Tonnes","288","thousands","3","v109399","1.108.1","1.40","","","","2"
"2021","Canada","2021A000011124","Strawberries frozen","Total supply","Tonnes","288","thousands","3","v109412","1.109.2","","..","","","2"
"2022","Canada","2021A000011124","Strawberries frozen","Total supply","Tonnes","288","thousands","3","v109412","1.109.2","","..","","","2"
"2023","Canada","2021A000011124","Strawberries frozen","Total supply","Tonnes","288","thousands","3","v109412","1.109.2","","..","","","2"
"2024","Canada","2021A000011124","Strawberries frozen","Total supply","Tonnes","288","thousands","3","v109412","1.109.2","","..","","","2"
"2025","Canada","2021A000011124","Strawberries frozen","Total supply","Tonnes","288","thousands","3","v109412","1.109.2","","..","","","2"
"2021","Canada","2021A000011124","Strawberries frozen","Imports","Tonnes","288","thousands","3","v109415","1.109.5","37.72","","","","2"
"2022","Canada","2021A000011124","Strawberries frozen","Imports","Tonnes","288","thousands","3","v109415","1.109.5","36.73","","","","2"
"2023","Canada","2021A000011124","Strawberries frozen","Imports","Tonnes","288","thousands","3","v109415","1.109.5","37.20","","","","2"
"2024","Canada","2021A000011124","Strawberries frozen","Imports","Tonnes","288","thousands","3","v109415","1.109.5","","..","","","2"
"2025","Canada","2021A000011124","Strawberries frozen","Imports","Tonnes","288","thousands","3","v109415","1.109.5","41.83","","","","2"
"2021","Canada","2021A000011124","Strawberries frozen","Total disposition","Tonnes","288","thousands","3","v54326508","1.109.11","","..","","","2"
"2022","Canada","2021A000011124","Strawberries frozen","Total disposition","Tonnes","288","thousands","3","v54326508","1.109.11","","..","","","2"
"2023","Canada","2021A000011124","Strawberries frozen","Total disposition","Tonnes","288","thousands","3","v54326508","1.109.11","","..","","","2"
"2024","Canada","2021A000011124","Strawberries frozen","Total disposition","Tonnes","288","thousands","3","v54326508","1.109.11","","..","","","2"
"2025","Canada","2021A000011124","Strawberries frozen","Total disposition","Tonnes","288","thousands","3","v54326508","1.109.11","","..","","","2"
"2021","Canada","2021A000011124","Strawberries frozen","Exports","Tonnes","288","thousands","3","v109417","1.109.7","2.67","","","","2"
"2022","Canada","2021A000011124","Strawberries frozen","Exports","Tonnes","288","thousands","3","v109417","1.109.7","4.83","","","","2"
"2023","Canada","2021A000011124","Strawberries frozen","Exports","Tonnes","288","thousands","3","v109417","1.109.7","6.75","","","","2"
"2024","Canada","2021A000011124","Strawberries frozen","Exports","Tonnes","288","thousands","3","v109417","1.109.7","","..","","","2"
"2025","Canada","2021A000011124","Strawberries frozen","Exports","Tonnes","288","thousands","3","v109417","1.109.7","3.92","","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Total supply","Tonnes","288","thousands","3","v109424","1.110.2","","..","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Total supply","Tonnes","288","thousands","3","v109424","1.110.2","","..","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Total supply","Tonnes","288","thousands","3","v109424","1.110.2","","..","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Total supply","Tonnes","288","thousands","3","v109424","1.110.2","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Total supply","Tonnes","288","thousands","3","v109424","1.110.2","","..","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Imports","Tonnes","288","thousands","3","v109427","1.110.5","30.03","","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Imports","Tonnes","288","thousands","3","v109427","1.110.5","29.69","","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Imports","Tonnes","288","thousands","3","v109427","1.110.5","29.91","","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Imports","Tonnes","288","thousands","3","v109427","1.110.5","35.71","","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Imports","Tonnes","288","thousands","3","v109427","1.110.5","38.45","","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Total disposition","Tonnes","288","thousands","3","v54326509","1.110.11","30.03","","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Total disposition","Tonnes","288","thousands","3","v54326509","1.110.11","29.69","","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Total disposition","Tonnes","288","thousands","3","v54326509","1.110.11","29.91","","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Total disposition","Tonnes","288","thousands","3","v54326509","1.110.11","35.71","","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Total disposition","Tonnes","288","thousands","3","v54326509","1.110.11","38.45","","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Domestic disappearance","Tonnes","288","thousands","3","v109423","1.110.1","28.00","","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Domestic disappearance","Tonnes","288","thousands","3","v109423","1.110.1","27.69","","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Domestic disappearance","Tonnes","288","thousands","3","v109423","1.110.1","27.89","","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Domestic disappearance","Tonnes","288","thousands","3","v109423","1.110.1","33.37","","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Domestic disappearance","Tonnes","288","thousands","3","v109423","1.110.1","35.94","","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Exports","Tonnes","288","thousands","3","v109429","1.110.7","0.18","","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Exports","Tonnes","288","thousands","3","v109429","1.110.7","0.17","","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Exports","Tonnes","288","thousands","3","v109429","1.110.7","0.17","","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Exports","Tonnes","288","thousands","3","v109429","1.110.7","0.13","","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Exports","Tonnes","288","thousands","3","v109429","1.110.7","0.14","","","","2"
"2021","Canada","2021A000011124","Fruits not specified fresh","Waste","Tonnes","288","thousands","3","v109431","1.110.9","1.85","","","","2"
"2022","Canada","2021A000011124","Fruits not specified fresh","Waste","Tonnes","288","thousands","3","v109431","1.110.9","1.83","","","","2"
"2023","Canada","2021A000011124","Fruits not specified fresh","Waste","Tonnes","288","thousands","3","v109431","1.110.9","1.84","","","","2"
"2024","Canada","2021A000011124","Fruits not specified fresh","Waste","Tonnes","288","thousands","3","v109431","1.110.9","2.21","","","","2"
"2025","Canada","2021A000011124","Fruits not specified fresh","Waste","Tonnes","288","thousands","3","v109431","1.110.9","2.38","","","","2"
"2021","Canada","2021A000011124","Fruits not specified canned","Total supply","Tonnes","288","thousands","3","v109436","1.111.2","","..","","","2"
"2022","Canada","2021A000011124","Fruits not specified canned","Total supply","Tonnes","288","thousands","3","v109436","1.111.2","","..","","","2"
"2023","Canada","2021A000011124","Fruits not specified canned","Total supply","Tonnes","288","thousands","3","v109436","1.111.2","","..","","","2"
"2024","Canada","2021A000011124","Fruits not specified canned","Total supply","Tonnes","288","thousands","3","v109436","1.111.2","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified canned","Total supply","Tonnes","288","thousands","3","v109436","1.111.2","","..","","","2"
"2021","Canada","2021A000011124","Fruits not specified canned","Imports","Tonnes","288","thousands","3","v109439","1.111.5","160.31","","","","2"
"2022","Canada","2021A000011124","Fruits not specified canned","Imports","Tonnes","288","thousands","3","v109439","1.111.5","180.68","","","","2"
"2023","Canada","2021A000011124","Fruits not specified canned","Imports","Tonnes","288","thousands","3","v109439","1.111.5","166.82","","","","2"
"2024","Canada","2021A000011124","Fruits not specified canned","Imports","Tonnes","288","thousands","3","v109439","1.111.5","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified canned","Imports","Tonnes","288","thousands","3","v109439","1.111.5","170.02","","","","2"
"2021","Canada","2021A000011124","Fruits not specified canned","Total disposition","Tonnes","288","thousands","3","v54326436","1.111.11","160.31","","","","2"
"2022","Canada","2021A000011124","Fruits not specified canned","Total disposition","Tonnes","288","thousands","3","v54326436","1.111.11","180.68","","","","2"
"2023","Canada","2021A000011124","Fruits not specified canned","Total disposition","Tonnes","288","thousands","3","v54326436","1.111.11","166.82","","","","2"
"2024","Canada","2021A000011124","Fruits not specified canned","Total disposition","Tonnes","288","thousands","3","v54326436","1.111.11","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified canned","Total disposition","Tonnes","288","thousands","3","v54326436","1.111.11","170.02","","","","2"
"2021","Canada","2021A000011124","Fruits not specified canned","Domestic disappearance","Tonnes","288","thousands","3","v109435","1.111.1","114.87","","","","2"
"2022","Canada","2021A000011124","Fruits not specified canned","Domestic disappearance","Tonnes","288","thousands","3","v109435","1.111.1","135.86","","","","2"
"2023","Canada","2021A000011124","Fruits not specified canned","Domestic disappearance","Tonnes","288","thousands","3","v109435","1.111.1","126.37","","","","2"
"2024","Canada","2021A000011124","Fruits not specified canned","Domestic disappearance","Tonnes","288","thousands","3","v109435","1.111.1","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified canned","Domestic disappearance","Tonnes","288","thousands","3","v109435","1.111.1","126.15","","","","2"
"2021","Canada","2021A000011124","Fruits not specified canned","Exports","Tonnes","288","thousands","3","v109441","1.111.7","45.44","","","","2"
"2022","Canada","2021A000011124","Fruits not specified canned","Exports","Tonnes","288","thousands","3","v109441","1.111.7","44.82","","","","2"
"2023","Canada","2021A000011124","Fruits not specified canned","Exports","Tonnes","288","thousands","3","v109441","1.111.7","40.45","","","","2"
"2024","Canada","2021A000011124","Fruits not specified canned","Exports","Tonnes","288","thousands","3","v109441","1.111.7","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified canned","Exports","Tonnes","288","thousands","3","v109441","1.111.7","43.88","","","","2"
"2021","Canada","2021A000011124","Fruits not specified dried","Total supply","Tonnes","288","thousands","3","v109448","1.112.2","","..","","","2"
"2022","Canada","2021A000011124","Fruits not specified dried","Total supply","Tonnes","288","thousands","3","v109448","1.112.2","","..","","","2"
"2023","Canada","2021A000011124","Fruits not specified dried","Total supply","Tonnes","288","thousands","3","v109448","1.112.2","","..","","","2"
"2024","Canada","2021A000011124","Fruits not specified dried","Total supply","Tonnes","288","thousands","3","v109448","1.112.2","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified dried","Total supply","Tonnes","288","thousands","3","v109448","1.112.2","","..","","","2"
"2021","Canada","2021A000011124","Fruits not specified dried","Imports","Tonnes","288","thousands","3","v109451","1.112.5","38.96","","","","2"
"2022","Canada","2021A000011124","Fruits not specified dried","Imports","Tonnes","288","thousands","3","v109451","1.112.5","37.91","","","","2"
"2023","Canada","2021A000011124","Fruits not specified dried","Imports","Tonnes","288","thousands","3","v109451","1.112.5","35.57","","","","2"
"2024","Canada","2021A000011124","Fruits not specified dried","Imports","Tonnes","288","thousands","3","v109451","1.112.5","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified dried","Imports","Tonnes","288","thousands","3","v109451","1.112.5","38.05","","","","2"
"2021","Canada","2021A000011124","Fruits not specified dried","Total disposition","Tonnes","288","thousands","3","v54326511","1.112.11","38.96","","","","2"
"2022","Canada","2021A000011124","Fruits not specified dried","Total disposition","Tonnes","288","thousands","3","v54326511","1.112.11","37.91","","","","2"
"2023","Canada","2021A000011124","Fruits not specified dried","Total disposition","Tonnes","288","thousands","3","v54326511","1.112.11","35.57","","","","2"
"2024","Canada","2021A000011124","Fruits not specified dried","Total disposition","Tonnes","288","thousands","3","v54326511","1.112.11","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified dried","Total disposition","Tonnes","288","thousands","3","v54326511","1.112.11","38.05","","","","2"
"2021","Canada","2021A000011124","Fruits not specified dried","Domestic disappearance","Tonnes","288","thousands","3","v109447","1.112.1","34.47","","","","2"
"2022","Canada","2021A000011124","Fruits not specified dried","Domestic disappearance","Tonnes","288","thousands","3","v109447","1.112.1","33.05","","","","2"
"2023","Canada","2021A000011124","Fruits not specified dried","Domestic disappearance","Tonnes","288","thousands","3","v109447","1.112.1","30.78","","","","2"
"2024","Canada","2021A000011124","Fruits not specified dried","Domestic disappearance","Tonnes","288","thousands","3","v109447","1.112.1","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified dried","Domestic disappearance","Tonnes","288","thousands","3","v109447","1.112.1","33.23","","","","2"
"2021","Canada","2021A000011124","Fruits not specified dried","Exports","Tonnes","288","thousands","3","v109453","1.112.7","4.49","","","","2"
"2022","Canada","2021A000011124","Fruits not specified dried","Exports","Tonnes","288","thousands","3","v109453","1.112.7","4.86","","","","2"
"2023","Canada","2021A000011124","Fruits not specified dried","Exports","Tonnes","288","thousands","3","v109453","1.112.7","4.78","","","","2"
"2024","Canada","2021A000011124","Fruits not specified dried","Exports","Tonnes","288","thousands","3","v109453","1.112.7","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified dried","Exports","Tonnes","288","thousands","3","v109453","1.112.7","4.82","","","","2"
"2021","Canada","2021A000011124","Fruits not specified frozen","Total supply","Tonnes","288","thousands","3","v109460","1.113.2","","..","","","2"
"2022","Canada","2021A000011124","Fruits not specified frozen","Total supply","Tonnes","288","thousands","3","v109460","1.113.2","","..","","","2"
"2023","Canada","2021A000011124","Fruits not specified frozen","Total supply","Tonnes","288","thousands","3","v109460","1.113.2","","..","","","2"
"2024","Canada","2021A000011124","Fruits not specified frozen","Total supply","Tonnes","288","thousands","3","v109460","1.113.2","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified frozen","Total supply","Tonnes","288","thousands","3","v109460","1.113.2","","..","","","2"
"2021","Canada","2021A000011124","Fruits not specified frozen","Imports","Tonnes","288","thousands","3","v109463","1.113.5","78.10","","","","2"
"2022","Canada","2021A000011124","Fruits not specified frozen","Imports","Tonnes","288","thousands","3","v109463","1.113.5","67.03","","","","2"
"2023","Canada","2021A000011124","Fruits not specified frozen","Imports","Tonnes","288","thousands","3","v109463","1.113.5","67.70","","","","2"
"2024","Canada","2021A000011124","Fruits not specified frozen","Imports","Tonnes","288","thousands","3","v109463","1.113.5","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified frozen","Imports","Tonnes","288","thousands","3","v109463","1.113.5","68.90","","","","2"
"2021","Canada","2021A000011124","Fruits not specified frozen","Total disposition","Tonnes","288","thousands","3","v54326512","1.113.11","78.10","","","","2"
"2022","Canada","2021A000011124","Fruits not specified frozen","Total disposition","Tonnes","288","thousands","3","v54326512","1.113.11","67.03","","","","2"
"2023","Canada","2021A000011124","Fruits not specified frozen","Total disposition","Tonnes","288","thousands","3","v54326512","1.113.11","67.70","","","","2"
"2024","Canada","2021A000011124","Fruits not specified frozen","Total disposition","Tonnes","288","thousands","3","v54326512","1.113.11","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified frozen","Total disposition","Tonnes","288","thousands","3","v54326512","1.113.11","68.90","","","","2"
"2021","Canada","2021A000011124","Fruits not specified frozen","Domestic disappearance","Tonnes","288","thousands","3","v109459","1.113.1","78.10","","","","2"
"2022","Canada","2021A000011124","Fruits not specified frozen","Domestic disappearance","Tonnes","288","thousands","3","v109459","1.113.1","67.03","","","","2"
"2023","Canada","2021A000011124","Fruits not specified frozen","Domestic disappearance","Tonnes","288","thousands","3","v109459","1.113.1","67.70","","","","2"
"2024","Canada","2021A000011124","Fruits not specified frozen","Domestic disappearance","Tonnes","288","thousands","3","v109459","1.113.1","","..","","","2"
"2025","Canada","2021A000011124","Fruits not specified frozen","Domestic disappearance","Tonnes","288","thousands","3","v109459","1.113.1","68.90","","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Total supply","Tonnes","288","thousands","3","v109533","1.114.2","","..","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Total supply","Tonnes","288","thousands","3","v109533","1.114.2","","..","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Total supply","Tonnes","288","thousands","3","v109533","1.114.2","","..","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Total supply","Tonnes","288","thousands","3","v109533","1.114.2","","..","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Total supply","Tonnes","288","thousands","3","v109533","1.114.2","","..","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Imports","Tonnes","288","thousands","3","v109536","1.114.5","348.90","","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Imports","Tonnes","288","thousands","3","v109536","1.114.5","331.31","","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Imports","Tonnes","288","thousands","3","v109536","1.114.5","337.64","","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Imports","Tonnes","288","thousands","3","v109536","1.114.5","355.60","","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Imports","Tonnes","288","thousands","3","v109536","1.114.5","380.36","","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Total disposition","Tonnes","288","thousands","3","v54326518","1.114.11","348.90","","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Total disposition","Tonnes","288","thousands","3","v54326518","1.114.11","331.31","","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Total disposition","Tonnes","288","thousands","3","v54326518","1.114.11","337.64","","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Total disposition","Tonnes","288","thousands","3","v54326518","1.114.11","355.60","","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Total disposition","Tonnes","288","thousands","3","v54326518","1.114.11","380.36","","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Domestic disappearance","Tonnes","288","thousands","3","v109532","1.114.1","338.43","","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Domestic disappearance","Tonnes","288","thousands","3","v109532","1.114.1","321.37","","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Domestic disappearance","Tonnes","288","thousands","3","v109532","1.114.1","327.51","","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Domestic disappearance","Tonnes","288","thousands","3","v109532","1.114.1","344.94","","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Domestic disappearance","Tonnes","288","thousands","3","v109532","1.114.1","368.95","","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Exports","Tonnes","288","thousands","3","v109538","1.114.7","0.00","","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Exports","Tonnes","288","thousands","3","v109538","1.114.7","0.00","","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Exports","Tonnes","288","thousands","3","v109538","1.114.7","0.00","","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Exports","Tonnes","288","thousands","3","v109538","1.114.7","0.00","","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Exports","Tonnes","288","thousands","3","v109538","1.114.7","0.00","","","","2"
"2021","Canada","2021A000011124","Oranges fresh","Waste","Tonnes","288","thousands","3","v109540","1.114.9","10.47","","","","2"
"2022","Canada","2021A000011124","Oranges fresh","Waste","Tonnes","288","thousands","3","v109540","1.114.9","9.94","","","","2"
"2023","Canada","2021A000011124","Oranges fresh","Waste","Tonnes","288","thousands","3","v109540","1.114.9","10.13","","","","2"
"2024","Canada","2021A000011124","Oranges fresh","Waste","Tonnes","288","thousands","3","v109540","1.114.9","10.67","","","","2"
"2025","Canada","2021A000011124","Oranges fresh","Waste","Tonnes","288","thousands","3","v109540","1.114.9","11.41","","","","2"
